번호,종목명,평가액(억 원),자산군 내 비중(퍼센트),지분율(퍼센트)
1550,PING AN INSURANCE GROUP CO A,106,0,0.01
1551,HAPVIDA PARTICIPACOES E INVE,106,0,0.12
1552,TOKYO SEIMITSU CO LTD,105,0,0.32
1553,AUTONATION INC,105,0,0.13
1554,OOREDOO QPSC,105,0,0.08
1555,JANUS HENDERSON GROUP PLC,105,0,0.17
1556,BANKINTER SA,105,0,0.14
1557,REMGRO LTD,105,0,0.17
1558,TUPRAS TURKIYE PETROL RAFINE,105,0,0.09
1559,JINDAL STEEL + POWER LTD,105,0,0.09
1560,CP ALL PCL NVDR,105,0,0.06
1561,GUANGDONG HAID GROUP CO A,105,0,0.08
1562,KGHM POLSKA MIEDZ SA,105,0,0.13
1563,EMCOR GROUP INC,105,0,0.08
1564,SM INVESTMENTS CORP,104,0,0.04
1565,ANZ GROUP HOLDINGS LTD,104,0,0.02
1566,INDIAN HOTELS CO LTD,104,0,0.11
1567,MACY S INC,104,0,0.15
1568,JARDINE CYCLE + CARRIAGE LTD,104,0,0.09
1569,BIM BIRLESIK MAGAZALAR AS,104,0,0.13
1570,B+M EUROPEAN VALUE RETAIL SA,104,0,0.11
1571,DEXUS/AU,104,0,0.14
1572,SWATCH GROUP AG/THE BR,104,0,0.1
1573,MR PRICE GROUP LTD,104,0,0.37
1574,CHINA TOWER CORP LTD H,104,0,0.16
1575,GOTO GOJEK TOKOPEDIA TBK PT,104,0,0.95
1576,MABUCHI MOTOR CO LTD,103,0,0.36
1577,WESTON (GEORGE) LTD,103,0,0.05
1578,TELKOM INDONESIA PERSERO ADR,103,0,0.03
1579,RENAISSANCERE HOLDINGS LTD,103,0,0.08
1580,SIGNIFY NV,103,0,0.19
1581,GLOBAL E ONLINE LTD,102,0,0.12
1582,VICINITY CENTRES,102,0,0.13
1583,SMITHS GROUP PLC,102,0,0.1
1584,SHOALS TECHNOLOGIES GROUP  A,102,0,0.3
1585,SRF LTD,102,0,0.09
1586,YANKUANG ENERGY GROUP CO H,101,0,0.15
1587,PTT PCL/FOREIGN,101,0,0.03
1588,H+E EQUIPMENT SERVICES INC,101,0,0.41
1589,MAKITA CORP,101,0,0.1
1590,UNUM GROUP,101,0,0.09
1591,INFO EDGE INDIA LTD,101,0,0.1
1592,APPLIED INDUSTRIAL TECH INC,101,0,0.12
1593,SANTANDER BANK POLSKA SA,101,0,0.06
1594,MICRO STAR INTERNATIONAL CO,101,0,0.14
1595,WINNEBAGO INDUSTRIES,101,0,0.37
1596,BEAZLEY PLC,101,0,0.18
1597,GAIL INDIA LTD,101,0,0.06
1598,DR. REDDY S LABORATORIES ADR,101,0,0.07
1599,B2GOLD CORP,100,0,0.19
1600,FAR EASTONE TELECOMM CO LTD,100,0,0.08
1601,AYALA LAND INC,100,0,0.08
1602,KRUNG THAI BANK   NVDR,100,0,0.1
1603,AIB GROUP PLC,100,0,0.07
1604,ELIS SA,100,0,0.16
1605,QIAGEN N.V.,99,0,0.08
1606,MISC BHD,99,0,0.11
1607,SENTINELONE INC  CLASS A,99,0,0.1
1608,IMPALA PLATINUM HOLDINGS LTD,99,0,0.17
1609,HENDERSON LAND DEVELOPMENT,99,0,0.05
1610,SIEMENS LTD,99,0,0.04
1611,COCA COLA FEMSA SAB SP ADR,99,0,0.15
1612,GIGABYTE TECHNOLOGY CO LTD,98,0,0.14
1613,BANK OF BARODA,98,0,0.05
1614,SERCO GROUP PLC,98,0,0.34
1615,PETRONAS CHEMICALS GROUP BHD,98,0,0.06
1616,OVINTIV INC,98,0,0.06
1617,DOUGLAS EMMETT INC,98,0,0.31
1618,SCIENCE APPLICATIONS INTE,97,0,0.12
1619,BARRATT DEVELOPMENTS PLC,97,0,0.11
1620,MANPOWERGROUP INC,97,0,0.2
1621,TURK HAVA YOLLARI AO,97,0,0.07
1622,SAUDI ELECTRICITY CO,97,0,0.04
1623,BUPA ARABIA FOR COOPERATIVE,97,0,0.09
1624,FINECOBANK SPA,96,0,0.08
1625,MYTILINEOS S.A.,96,0,0.13
1626,LEGEND BIOTECH CORP ADR,95,0,0.07
1627,HARLEY DAVIDSON INC,95,0,0.15
1628,ENCORE WIRE CORP,95,0,0.22
1629,JBS SA,95,0,0.06
1630,OSAKA GAS CO LTD,95,0,0.09
1631,DELTA ELECTRONICS THAI NVDR,95,0,0.02
1632,SECURITAS AB B SHS,95,0,0.14
1633,HAVELLS INDIA LTD,94,0,0.07
1634,STIFEL FINANCIAL CORP,94,0,0.1
1635,SYLVAMO CORP,94,0,0.36
1636,KAWASAKI KISEN KAISHA LTD,94,0,0.02
1637,MONEYSUPERMARKET.COM,93,0,0.38
1638,TSINGTAO BREWERY CO LTD H,93,0,0.16
1639,MASRAF AL RAYAN,93,0,0.11
1640,FUYAO GLASS INDUSTRY GROUP A,93,0,0.07
1641,LATTICE SEMICONDUCTOR CORP,93,0,0.08
1642,DABUR INDIA LTD,93,0,0.06
1643,QATAR ELECTRICITY + WATER CO,93,0,0.13
1644,AXCELIS TECHNOLOGIES INC,93,0,0.17
1645,SAUDI ARAMCO BASE OIL CO,92,0,0.11
1646,SPROUT SOCIAL INC   CLASS A,92,0,0.24
1647,SITC INTERNATIONAL HOLDINGS,92,0,0.15
1648,UNITED AIRLINES HOLDINGS INC,92,0,0.05
1649,BORGWARNER INC,92,0,0.09
1650,ZHONGSHENG GROUP HOLDINGS,92,0,0.12
1651,UNITED SPIRITS LTD,92,0,0.07
1652,TELEKOM MALAYSIA BHD,92,0,0.15
1653,WILL SEMICONDUCTOR CO LTD A,91,0,0.04
1654,CHINA VANKE CO LTD H,91,0,0.35
1655,FIVE BELOW,91,0,0.06
1656,INDUSIND BANK LTD,91,0,0.05
1657,ICICI LOMBARD GENERAL INSURA,91,0,0.08
1658,ZALANDO SE,91,0,0.11
1659,BHARAT FORGE LTD,91,0,0.1
1660,INTER PARFUMS INC,91,0,0.15
1661,GITLAB INC CL A,91,0,0.09
1662,LIFE HEALTHCARE GROUP HOLDIN,90,0,0.47
1663,WIX.COM LTD,90,0,0.1
1664,LOEWS CORP,90,0,0.05
1665,TOKYO GAS CO LTD,90,0,0.08
1666,GENTING SINGAPORE LTD,90,0,0.08
1667,NIPPON SHINYAKU CO LTD,89,0,0.28
1668,SIBANYE STILLWATER LTD,89,0,0.18
1669,ZENSHO HOLDINGS CO LTD,89,0,0.08
1670,AIRPORTS OF THAILAND PC NVDR,89,0,0.03
1671,PHOTRONICS INC,89,0,0.35
1672,DELTA ELECTRONICS THAI FORGN,89,0,0.02
1673,PTT EXPLOR + PROD PCL NVDR,89,0,0.04
1674,REXEL SA,88,0,0.08
1675,PRESS METAL ALUMINIUM HOLDIN,88,0,0.08
1676,ALASKA AIR GROUP INC,88,0,0.14
1677,MGM RESORTS INTERNATIONAL,88,0,0.05
1678,TECHNIP ENERGIES NV,88,0,0.16
1679,CHINA YANGTZE POWER CO LTD A,88,0,0.01
1680,AUO CORP,88,0,0.15
1681,BRASKEM SA PREF A,88,0,0.44
1682,SUBARU CORP,88,0,0.05
1683,OPAP SA,88,0,0.11
1684,TELENOR ASA,88,0,0.04
1685,SUMITOMO FORESTRY CO LTD,88,0,0.11
1686,AKBANK T.A.S.,87,0,0.11
1687,ZOZO INC,87,0,0.1
1688,KUMBA IRON ORE LTD,87,0,0.06
1689,SHIN KONG FINANCIAL HOLDING,87,0,0.15
1690,DIODES INC,87,0,0.18
1691,AGEAS,87,0,0.08
1692,INSIGHT ENTERPRISES INC,87,0,0.12
1693,KANZHUN LTD   ADR,86,0,0.11
1694,MONDI PLC,86,0,0.07
1695,ADVANCED INFO SERVICE NVDR,86,0,0.04
1696,CATCHER TECHNOLOGY CO LTD,86,0,0.16
1697,PETRONAS GAS BHD,86,0,0.09
1698,TENARIS SA,86,0,0.03
1699,NATIONAL STORAGE AFFILIATES,86,0,0.2
1700,VARONIS SYSTEMS INC,86,0,0.13
1701,CNH INDUSTRIAL NV,86,0,0.04
1702,AMBUJA CEMENTS LTD,85,0,0.05
1703,KANSAI ELECTRIC POWER CO INC,85,0,0.05
1704,CHINA COMMUNICATIONS SERVI H,85,0,0.67
1705,AIRPORTS OF THAILAND PCL FOR,85,0,0.03
1706,MANHATTAN ASSOCIATES INC,85,0,0.05
1707,ALMARAI CO,85,0,0.04
1708,KLABIN SA   UNIT,85,0,0.13
1709,RITHM CAPITAL CORP,85,0,0.13
1710,SHUTTERSTOCK INC,85,0,0.38
1711,VOLTRONIC POWER TECHNOLOGY,85,0,0.13
1712,POSTAL SAVINGS BANK OF CHI H,85,0,0.07
1713,TRELLEBORG AB B SHS,85,0,0.09
1714,ADVANCED INFO SERVICE FOR RG,84,0,0.03
1715,TATA ELXSI LTD,84,0,0.1
1716,BANK OF THE PHILIPPINE ISLAN,84,0,0.07
1717,SUMBER ALFARIA TRIJAYA TBK P,84,0,0.08
1718,KOC HOLDING AS,84,0,0.05
1719,BIPROGY INC,83,0,0.19
1720,JOHNSON MATTHEY PLC,83,0,0.16
1721,BYD ELECTRONIC INTL CO LTD,83,0,0.06
1722,SARTORIUS STEDIM BIOTECH,83,0,0.03
1723,HARMONY GOLD MINING CO LTD,83,0,0.16
1724,WALSIN LIHWA CORP,83,0,0.13
1725,TEXAS PACIFIC LAND CORP,83,0,0.02
1726,INVESTOR AB A SHS,83,0,0.02
1727,DIRECT LINE INSURANCE GROUP,83,0,0.21
1728,ARC RESOURCES LTD,82,0,0.07
1729,SUPREME INDUSTRIES LTD,82,0,0.09
1730,ASMPT LTD,82,0,0.16
1731,CIA ENERGETICA MINAS GER PRF,82,0,0.18
1732,THAI OIL PCL FOREIGN,82,0,0.18
1733,PRYSMIAN SPA,82,0,0.05
1734,TOTVS SA,82,0,0.15
1735,AMERICANA RESTAURANTS INTERN,82,0,0.09
1736,ASHLAND INC,82,0,0.15
1737,GLOBE LIFE INC,81,0,0.06
1738,NEPI ROCKCASTLE N.V.,81,0,0.14
1739,SUMITOMO METAL MINING CO LTD,81,0,0.07
1740,HIKMA PHARMACEUTICALS PLC,81,0,0.12
1741,FAR EASTERN NEW CENTURY CORP,81,0,0.12
1742,IDFC FIRST BANK LTD,81,0,0.08
1743,GRUMA S.A.B. B,81,0,0.09
1744,XEROX HOLDINGS CORP,81,0,0.28
1745,OLD MUTUAL LTD,81,0,0.18
1746,RICHTER GEDEON NYRT,80,0,0.13
1747,MARICO LTD,80,0,0.07
1748,TOPPAN HOLDINGS INC,80,0,0.07
1749,REINET INVESTMENTS SCA,80,0,0.12
1750,REINSURANCE GROUP OF AMERICA,80,0,0.06
1751,WHIRLPOOL CORP,80,0,0.09
1752,AUROBINDO PHARMA LTD,80,0,0.08
1753,IQIYI INC ADR,80,0,0.24
1754,CALIFORNIA RESOURCES CORP,80,0,0.16
1755,DASSAULT AVIATION SA,80,0,0.04
1756,CLP HOLDINGS LTD,80,0,0.03
1757,POU CHEN,80,0,0.21
1758,TALANX AG,79,0,0.03
1759,CARLYLE GROUP INC/THE,79,0,0.04
1760,SHREE CEMENT LTD,78,0,0.05
1761,BANGKOK DUSIT MED SERVICE F,78,0,0.05
1762,BALFOUR BEATTY PLC,78,0,0.27
1763,CHINA OILFIELD SERVICES H,78,0,0.33
1764,BKW AG,78,0,0.06
1765,PI INDUSTRIES LTD,78,0,0.09
1766,WANHUA CHEMICAL GROUP CO  A,78,0,0.02
1767,HONGKONG LAND HOLDINGS LTD,78,0,0.08
1768,JIANGSU HENGLI HYDRAULIC C A,78,0,0.06
1769,SOPRA STERIA GROUP,77,0,0.13
1770,GOODYEAR TIRE + RUBBER CO,77,0,0.15
1771,GUESS INC,77,0,0.48
1772,HUAYU AUTOMOTIVE SYSTEMS  A,77,0,0.08
1773,REDEIA CORP SA,77,0,0.07
1774,GODREJ PROPERTIES LTD,77,0,0.09
1775,CAPRI HOLDINGS LTD,76,0,0.1
1776,SOUTH32 LTD,76,0,0.06
1777,JAPAN REAL ESTATE INVESTMENT,76,0,0.1
1778,MOBILE TELECOMMUNICATIONS CO,76,0,0.08
1779,KASIKORNBANK PCL NVDR,76,0,0.06
1780,MULTIPLY GROUP,76,0,0.06
1781,REDE D OR SAO LUIZ SA,76,0,0.04
1782,CG POWER AND INDUSTRIAL SOLU,76,0,0.07
1783,AYALA CORPORATION,76,0,0.08
1784,SAWAI GROUP HOLDINGS CO LTD,76,0,0.36
1785,PENUMBRA INC,76,0,0.06
1786,YES BANK LTD,75,0,0.08
1787,OCCIDENTAL PETROLEUM CORP,75,0,0.02
1788,BRIXMOR PROPERTY GROUP INC,75,0,0.08
1789,ABU DHABI NATIONAL OIL CO FO,75,0,0.05
1790,TCS GROUP HOLDING GDR REG S,75,0,0.08
1791,AKESO INC,75,0,0.12
1792,AMN HEALTHCARE SERVICES INC,75,0,0.2
1793,IPSEN,74,0,0.06
1794,DERWENT LONDON PLC,74,0,0.17
1795,COSCO SHIPPING HOLDINGS CO H,74,0,0.18
1796,RAIFFEISEN BANK INTERNATIONA,74,0,0.08
1797,SANKYU INC,74,0,0.25
1798,TENARIS SA ADR,74,0,0.03
1799,JUMBO SA,74,0,0.15
1800,ALTEN SA,74,0,0.11
1801,GCL TECHNOLOGY HOLDINGS LTD,74,0,0.13
1802,HAIER SMART HOME CO LTD A,74,0,0.03
1803,CHINA YANGTZE POWER CO LTD A,74,0,0.01
1804,BANCO SANTANDER CHILE,74,0,0.06
1805,SUZLON ENERGY LTD,73,0,0.09
1806,KOMERCNI BANKA AS,73,0,0.09
1807,S.O.I.T.E.C.,73,0,0.09
1808,NOBLE CORP PLC,73,0,0.08
1809,CHANG HWA COMMERCIAL BANK,73,0,0.09
1810,ASHOK LEYLAND LTD,73,0,0.09
1811,SOHGO SECURITY SERVICES CO,73,0,0.19
1812,MRF LTD,73,0,0.09
1813,CELCOMDIGI BHD,73,0,0.05
1814,JGC HOLDINGS CORP,72,0,0.19
1815,TELSTRA GROUP LTD,72,0,0.02
1816,SQUARESPACE INC   CLASS A,72,0,0.19
1817,NATURA +CO HOLDING SA,72,0,0.12
1818,PEARSON PLC,72,0,0.07
1819,MORINAGA MILK INDUSTRY CO,72,0,0.31
1820,HAIDILAO INTERNATIONAL HOLDI,71,0,0.05
1821,SURGUTNEFTEGAS PREFERENCE,71,0,0.12
1822,COTY INC CL A,71,0,0.05
1823,SCB X PCL NVDR,71,0,0.05
1824,CMOC GROUP LTD H,71,0,0.26
1825,ASE TECHNOLOGY HOLDING  ADR,71,0,0.03
1826,CENTRAL PATTANA PCL NVDR,71,0,0.06
1827,CHONGQING ZHIFEI BIOLOGICA A,70,0,0.03
1828,GALENICA AG,70,0,0.13
1829,PERSISTENT SYSTEMS LTD FOR,70,0,0.08
1830,NEXT PLC,70,0,0.04
1831,ARCOSA INC,70,0,0.14
1832,GENWORTH FINANCIAL INC CL A,70,0,0.18
1833,BYD CO LTD  A,70,0,0.01
1834,QANTAS AIRWAYS LTD,70,0,0.09
1835,KOHLS CORP,70,0,0.17
1836,SCREEN HOLDINGS CO LTD,70,0,0.06
1837,AMUNDI SA,70,0,0.04
1838,ROHM CO LTD,70,0,0.07
1839,ENN NATURAL GAS CO LTD A,69,0,0.07
1840,ALLY FINANCIAL INC,69,0,0.05
1841,SHANGHAI INTERNATIONAL AIR A,69,0,0.05
1842,GEA GROUP AG,69,0,0.07
1843,SANTEN PHARMACEUTICAL CO LTD,69,0,0.15
1844,GENSCRIPT BIOTECH CORP,69,0,0.1
1845,H I S CO LTD,68,0,0.51
1846,HARVEY NORMAN HOLDINGS LTD,68,0,0.15
1847,ASIA CEMENT CORP,68,0,0.11
1848,EMPRESAS CMPC SA,68,0,0.11
1849,RYMAN HOSPITALITY PROPERTIES,68,0,0.08
1850,WINBOND ELECTRONICS CORP,68,0,0.13
1851,HUATAI SECURITIES CO LTD A,68,0,0.04
1852,CHINA RESOURCES GAS GROUP LT,68,0,0.07
1853,YUM CHINA HOLDINGS INC,68,0,0.03
1854,HANG SENG BANK LTD,68,0,0.02
1855,FENG TAY ENTERPRISE CO LTD,68,0,0.09
1856,ADARO ENERGY INDONESIA TBK P,67,0,0.11
1857,ASPEED TECHNOLOGY INC,67,0,0.14
1858,SHANGHAI INTERNATIONAL AIR A,67,0,0.05
1859,JIANGSU HENGLI HYDRAULIC C A,67,0,0.05
1860,FORMOSA PETROCHEMICAL CORP,67,0,0.02
1861,IHH HEALTHCARE BHD,67,0,0.04
1862,HELLENIC TELECOMMUN ORGANIZA,67,0,0.09
1863,ELISA OYJ,67,0,0.07
1864,ABB INDIA LTD,67,0,0.04
1865,PARADE TECHNOLOGIES LTD,67,0,0.16
1866,MAPFRE SA,66,0,0.08
1867,KINGSOFT CORP LTD,66,0,0.12
1868,LAMAR ADVERTISING CO A,66,0,0.06
1869,SONA BLW PRECISION FORGINGS,66,0,0.11
1870,HONG LEONG BANK BERHAD,66,0,0.06
1871,MOUWASAT MEDICAL SERVICES CO,66,0,0.09
1872,EXELIXIS INC,66,0,0.07
1873,EXXARO RESOURCES LTD,66,0,0.13
1874,CHOW TAI FOOK JEWELLERY GROU,66,0,0.03
1875,HORMEL FOODS CORP,66,0,0.03
1876,QATAR INTERNATIONAL ISLAMIC,65,0,0.11
1877,SAMVARDHANA MOTHERSON INTERN,65,0,0.06
1878,POSTAL SAVINGS BANK OF CHI A,65,0,0.01
1879,UNIPOL GRUPPO SPA,65,0,0.12
1880,CONFLUENT INC CLASS A,65,0,0.1
1881,INTERNATIONAL PAPER CO,65,0,0.04
1882,ALIBABA HEALTH INFORMATION T,65,0,0.06
1883,YANG MING MARINE TRANSPORT,65,0,0.09
1884,PING AN INSURANCE GROUP CO A,65,0,0.01
1885,XINYI SOLAR HOLDINGS LTD,65,0,0.1
1886,INDIAN RAILWAY CATERING + TO,64,0,0.06
1887,SYNNEX TECHNOLOGY INTL CORP,64,0,0.13
1888,CONTAINER CORP OF INDIA LTD,64,0,0.08
1889,QINETIQ GROUP PLC,64,0,0.22
1890,ORICA LTD,64,0,0.09
1891,POWERCHIP SEMICONDUCTOR MANU,64,0,0.13
1892,NSK LTD,64,0,0.18
1893,NOVOLIPETSK STEEL PJSC,64,0,0.04
1894,ASSOCIATED BRITISH FOODS PLC,64,0,0.02
1895,NEUROCRINE BIOSCIENCES INC,64,0,0.04
1896,TORRENT PHARMACEUTICALS LTD,64,0,0.05
1897,CHENG SHIN RUBBER IND CO LTD,64,0,0.1
1898,NAGOYA RAILROAD CO LTD,64,0,0.16
1899,TURKIYE IS BANKASI C,64,0,0.02
1900,PAGE INDUSTRIES LTD,63,0,0.1
1901,H.U. GROUP HOLDINGS INC,63,0,0.45
1902,EMPRESAS COPEC SA,63,0,0.05
1903,YANBU NATIONAL PETROCHEMICAL,63,0,0.09
1904,NORTHAM PLATINUM HOLDINGS LT,63,0,0.16
1905,TIETOEVRY OYJ,63,0,0.17
1906,YUTONG BUS CO LTD A,63,0,0.12
1907,CHINA GAS HOLDINGS LTD,63,0,0.09
1908,JIANGXI COPPER CO LTD H,63,0,0.25
1909,CGN POWER CO LTD H,62,0,0.17
1910,INDUSTRIAL BANK CO LTD  A,62,0,0.01
1911,AISIN CORP,62,0,0.05
1912,FINNING INTERNATIONAL INC,62,0,0.12
1913,MINOR INTERNATIONAL PCL NVDR,62,0,0.1
1914,HENSOLDT AG,62,0,0.15
1915,ASTRAL LTD,62,0,0.08
1916,IND + COMM BK OF CHINA A,62,0,0
1917,NU HOLDINGS LTD/CAYMAN ISL A,62,0,0.02
1918,SAILUN GROUP CO LTD A,61,0,0.09
1919,SAVOLA,61,0,0.09
1920,OBIC CO LTD,61,0,0.03
1921,EDGEWELL PERSONAL CARE CO,61,0,0.25
1922,PEOPLE S INSURANCE CO GROU H,61,0,0.18
1923,VIENNA INSURANCE GROUP AG,61,0,0.13
1924,SEINO HOLDINGS CO LTD,61,0,0.17
1925,QATAR FUEL QSC,61,0,0.1
1926,TAIWAN BUSINESS BANK,61,0,0.13
1927,HYPERA SA,61,0,0.1
1928,ZHEJIANG EXPRESSWAY CO H,61,0,0.36
1929,WANHUA CHEMICAL GROUP CO  A,61,0,0.01
1930,JUBILANT FOODWORKS LTD,61,0,0.11
1931,FOOT LOCKER INC,61,0,0.16
1932,HACHIJUNI BANK LTD/THE,61,0,0.16
1933,BOUBYAN BANK K.S.C,61,0,0.06
1934,SCHINDLER HOLDING AG REG,61,0,0.03
1935,YADEA GROUP HOLDINGS LTD,61,0,0.09
1936,CHICONY ELECTRONICS CO LTD,60,0,0.11
1937,MUYUAN FOODS CO LTD A,60,0,0.01
1938,HUNTSMAN CORP,60,0,0.11
1939,DEUTSCHE LUFTHANSA REG,60,0,0.04
1940,CAMPBELL SOUP CO,60,0,0.04
1941,BLUESCOPE STEEL LTD,60,0,0.07
1942,MAGNIT PJSC,60,0,0.06
1943,AMPLIFON SPA,60,0,0.06
1944,PHARMAESSENTIA CORP,60,0,0.12
1945,CIA DE MINAS BUENAVENTUR ADR,60,0,0.11
1946,F5 INC,60,0,0.04
1947,TAIHEIYO CEMENT CORP,60,0,0.18
1948,CHAROEN POKPHAND INDONESI PT,60,0,0.09
1949,XP INC   CLASS A,59,0,0.04
1950,INTCO MEDICAL TECHNOLOGY C A,59,0,0.22
1951,GREENTOWN CHINA HOLDINGS,59,0,0.18
1952,EQUITABLE HOLDINGS INC,59,0,0.04
1953,FITIPOWER INTEGRATED TECH,59,0,0.45
1954,AGRICULTURAL BANK OF CHINA A,59,0,0
1955,ZHEJIANG DINGLI MACHINERY  A,59,0,0.13
1956,VALMET OYJ,59,0,0.09
1957,JIANGSU HENGRUI PHARMACEUT A,59,0,0.01
1958,SALLY BEAUTY HOLDINGS INC,59,0,0.33
1959,AGILITY,59,0,0.11
1960,HORIBA LTD,59,0,0.14
1961,NISSHINBO HOLDINGS INC,59,0,0.33
1962,SEVERSTAL PJSC,58,0,0.03
1963,CHINA AIRLINES LTD,58,0,0.11
1964,CENCOSUD SA,58,0,0.08
1965,EMBRAER SA,58,0,0.13
1966,ENERGISA SA UNITS,58,0,0.07
1967,PUBLIC POWER CORP,58,0,0.1
1968,BARITO PACIFIC TBK PT,58,0,0.06
1969,DXC TECHNOLOGY CO,58,0,0.11
1970,HUANENG POWER INTL INC H,58,0,0.18
1971,NISHI NIPPON FINANCIAL HOLDI,57,0,0.26
1972,BANCO DEL BAJIO SA,57,0,0.11
1973,SBI CARDS + PAYMENT SERVICES,57,0,0.05
1974,HANG LUNG PROPERTIES LTD,57,0,0.07
1975,METRO INC/CN,57,0,0.04
1976,MPHASIS LTD,57,0,0.07
1977,ENEVA SA,57,0,0.1
1978,BANK OF JIANGSU CO LTD A,57,0,0.03
1979,WENDEL,57,0,0.11
1980,JD LOGISTICS INC,57,0,0.05
1981,CHINA LONGYUAN POWER GROUP H,57,0,0.17
1982,CHINA PACIFIC INSURANCE GR A,57,0,0.05
1983,BRADY CORPORATION   CL A,56,0,0.17
1984,ELEMENTIS PLC,56,0,0.46
1985,BANCO SANTANDER  BRASIL UNIT,56,0,0.02
1986,TEIJIN LTD,56,0,0.23
1987,FALABELLA SA,56,0,0.07
1988,POWER ASSETS HOLDINGS LTD,56,0,0.04
1989,PARKLAND CORP,56,0,0.08
1990,APL APOLLO TUBES LTD,56,0,0.08
1991,CHINA RESOURCES MIXC LIFESTY,56,0,0.05
1992,RLI CORP,56,0,0.07
1993,CENTRAIS ELETRICAS BRAS PR B,56,0,0.16
1994,CD PROJEKT SA,56,0,0.15
1995,ENEL AMERICAS SA,56,0,0.04
1996,BILIBILI INC CLASS Z,56,0,0.11
1997,PETROCHINA CO LTD A,56,0,0
1998,CHINA STATE CONSTRUCTION INT,56,0,0.07
1999,CO FOR COOPERATIVE INSURANCE,55,0,0.08
2000,PIRAEUS FINANCIAL HOLDINGS S,55,0,0.1
2001,VEDANTA LTD,55,0,0.04
2002,BELLWAY PLC,55,0,0.11
2003,AZUL SA,55,0,0.39
2004,SUNONWEALTH ELECTRIC MACHINE,55,0,0.44
2005,NATURGY ENERGY GROUP SA,55,0,0.01
2006,JTEKT CORP,55,0,0.15
2007,S F HOLDING CO LTD A,55,0,0.02
2008,ONEMAIN HOLDINGS INC,55,0,0.07
2009,H+R BLOCK INC,55,0,0.06
2010,LEPU MEDICAL TECHNOLOGY A,55,0,0.1
2011,LINCOLN NATIONAL CORP,54,0,0.09
2012,JIANGSU FINANCIAL LEASING A,54,0,0.15
2013,SHANDONG HUALU HENGSHENG A,54,0,0.05
2014,EREGLI DEMIR VE CELIK FABRIK,54,0,0.09
2015,GREAT WEST LIFECO INC,54,0,0.01
2016,FRESENIUS MEDICAL CARE AG,54,0,0.03
2017,QATAR GAS TRANSPORT(NAKILAT),54,0,0.08
2018,VANGUARD INTERNATIONAL SEMI,54,0,0.1
2019,MONDAY.COM LTD,54,0,0.05
2020,JARIR MARKETING CO,54,0,0.08
2021,TATA CHEMICALS LTD,53,0,0.12
2022,BANK OF NINGBO CO LTD  A,53,0,0.02
2023,SHANXI XINGHUACUN FEN WINE A,53,0,0.01
2024,MOSCOW EXCHANGE MICEX RTS PJ,53,0,0.09
2025,SAUDI TADAWUL GROUP HOLDING,53,0,0.07
2026,SIAM CEMENT PUB CO FOR REG,53,0,0.04
2027,COMMERCIAL INTL BANK GDR REG,53,0,0.11
2028,SHANDONG WEIGAO GP MEDICAL H,53,0,0.09
2029,ALFA S.A.B. A,53,0,0.11
2030,KBR INC,53,0,0.05
2031,KUALA LUMPUR KEPONG BHD,53,0,0.08
2032,ANTERO RESOURCES CORP,53,0,0.06
2033,BAJAJ HOLDINGS AND INVESTMEN,53,0,0.04
2034,MAXSCEND MICROELECTRONICS  A,53,0,0.04
2035,TURKCELL ILETISIM HIZMET AS,52,0,0.1
2036,CITIC SECURITIES CO A,52,0,0.01
2037,LUZHOU LAOJIAO CO LTD A,52,0,0.01
2038,HINDUSTAN PETROLEUM CORP,52,0,0.06
2039,INSPIRE MEDICAL SYSTEMS INC,52,0,0.07
2040,SOCIETE BIC SA,52,0,0.14
2041,BEKAERT NV,52,0,0.14
2042,GRUPO AEROPORTUARIO DEL CENT,52,0,0.11
2043,WIENERBERGER AG,52,0,0.11
2044,AP MEMORY TECHNOLOGY CORP,52,0,0.16
2045,BANCOLOMBIA S.A. SPONS ADR,52,0,0.12
2046,MIDEA GROUP CO LTD A,52,0,0.01
2047,BUREAU VERITAS SA,52,0,0.04
2048,KURARAY CO LTD,52,0,0.11
2049,PAYCOR HCM INC,51,0,0.1
2050,VENUSTECH GROUP INC A,51,0,0.09
2051,ZHEJIANG JINGSHENG MECHANI A,51,0,0.05
2052,LEADER HARMONIOUS DRIVE SY A,51,0,0.11
2053,ZHEN DING TECHNOLOGY HOLDING,51,0,0.12
2054,BALKRISHNA INDUSTRIES LTD,51,0,0.07
2055,SEMEN INDONESIA PERSERO TBK,51,0,0.14
2056,HYDRO ONE LTD,51,0,0.02
2057,HEIDELBERG MATERIALS AG,51,0,0.02
2058,YAPI VE KREDI BANKASI,51,0,0.07
2059,ARGENX SE   ADR,51,0,0.02
2060,RINNAI CORP,51,0,0.12
2061,ICICI PRUDENTIAL LIFE INSURA,51,0,0.04
2062,IOI CORP BHD,51,0,0.07
2063,CHINA MINSHENG BANKING COR H,50,0,0.14
2064,GLOBALFOUNDRIES INC,50,0,0.01
2065,USS CO LTD,50,0,0.04
2066,CHORD ENERGY CORP,50,0,0.06
2067,BUMRUNGRAD HOSPITAL FOREIGN,50,0,0.07
2068,DAQIN RAILWAY CO LTD  A,50,0,0.02
2069,GUOCO GROUP LTD,50,0,0.16
2070,CHINASOFT INTERNATIONAL LTD,50,0,0.17
2071,YOKOHAMA RUBBER CO LTD,50,0,0.1
2072,NCR VOYIX CORP,50,0,0.16
